#coluna 1 = t

#coluna 2 = x[t]
1.39	0.22863
1.4	0.208194
1.41	0.187667
1.42	0.167057
1.43	0.146375
1.44	0.125628
1.45	0.104826
1.46	0.0839776
1.47	0.0630928
1.48	0.0421804
1.49	0.0212494
1.5	0.000309113
1.51	-0.0206313
1.52	-0.0415627
1.53	-0.0624758
1.54	-0.0833616
1.55	-0.104211
1.56	-0.125014
1.57	-0.145763
1.58	-0.166448
1.59	-0.187059
1.6	-0.207589
1.61	-0.228028
1.62	-0.248366
1.63	-0.268596
1.64	-0.288708
1.65	-0.308694
1.66	-0.328543
1.67	-0.348249
1.68	-0.367803
1.69	-0.387194
1.7	-0.406416
1.71	-0.42546
1.72	-0.444318
1.73	-0.46298
1.74	-0.481439
1.75	-0.499688
1.76	-0.517717
1.77	-0.535519
1.78	-0.553086
1.79	-0.570411
1.8	-0.587485
1.81	-0.604302
1.82	-0.620854
1.83	-0.637133
1.84	-0.653133
1.85	-0.668847
1.86	-0.684268
1.87	-0.699388
1.88	-0.714201
1.89	-0.728702
1.9	-0.742883
1.91	-0.756738
1.92	-0.770261
1.93	-0.783446
1.94	-0.796288
1.95	-0.808781
1.96	-0.820918
1.97	-0.832696
1.98	-0.844109
1.99	-0.855152
2	-0.865819
2.01	-0.876107
2.02	-0.886011
2.03	-0.895526
2.04	-0.904648
2.05	-0.913374
2.06	-0.921699
2.07	-0.929619
2.08	-0.937132
2.09	-0.944235
2.1	-0.950923
2.11	-0.957194
2.12	-0.963045
2.13	-0.968474
2.14	-0.973478
2.15	-0.978055
2.16	-0.982204
2.17	-0.985921
2.18	-0.989207
2.19	-0.992058
2.2	-0.994474
2.21	-0.996455
2.22	-0.997998
2.23	-0.999103
2.24	-0.999771
2.25	-1
2.26	-0.99979
2.27	-0.999142
2.28	-0.998056
2.29	-0.996532
2.3	-0.994571
2.31	-0.992174
2.32	-0.989342
2.33	-0.986076
2.34	-0.982378
2.35	-0.978248
2.36	-0.97369
2.37	-0.968705
2.38	-0.963294
2.39	-0.957462
2.4	-0.951209
2.41	-0.94454
2.42	-0.937456
2.43	-0.929961
2.44	-0.922058
2.45	-0.913751
2.46	-0.905043
2.47	-0.895938
2.48	-0.88644
2.49	-0.876554
2.5	-0.866283
2.51	-0.855632
2.52	-0.844606
2.53	-0.83321
2.54	-0.821448
2.55	-0.809326
2.56	-0.796849
2.57	-0.784022
2.58	-0.770852
2.59	-0.757344
2.6	-0.743503
2.61	-0.729337
2.62	-0.714851
2.63	-0.700051
2.64	-0.684944
2.65	-0.669537
2.66	-0.653836
2.67	-0.637848
2.68	-0.621581
2.69	-0.605041
2.7	-0.588236
2.71	-0.571172
2.72	-0.553859
2.73	-0.536302
2.74	-0.51851
2.75	-0.500491
2.76	-0.482252
2.77	-0.463802
2.78	-0.445149
2.79	-0.4263
2.8	-0.407264
2.81	-0.38805
2.82	-0.368665
2.83	-0.349119
2.84	-0.32942
2.85	-0.309576
2.86	-0.289596
2.87	-0.26949
2.88	-0.249265
2.89	-0.228931
2.9	-0.208497
2.91	-0.187971
2.92	-0.167362
2.93	-0.146681
2.94	-0.125935
2.95	-0.105134
2.96	-0.0842861
2.97	-0.0634018
2.98	-0.0424897
2.99	-0.0215589
3	-0.000618724
3.01	0.0203218
3.02	0.0412533
3.03	0.0621668
3.04	0.083053
3.05	0.103903
3.06	0.124707
3.07	0.145457
3.08	0.166142
3.09	0.186755
3.1	0.207286
3.11	0.227726
3.12	0.248067
3.13	0.268298
3.14	0.288412
3.15	0.308399
3.16	0.328251
3.17	0.347959
3.18	0.367515
3.19	0.386909
3.2	0.406134
3.21	0.42518
3.22	0.44404
3.23	0.462706
3.24	0.481168
3.25	0.499419
3.26	0.517452
3.27	0.535257
3.28	0.552828
3.29	0.570156
3.3	0.587234
3.31	0.604055
3.32	0.620611
3.33	0.636895
3.34	0.652899
3.35	0.668617
3.36	0.684042
3.37	0.699167
3.38	0.713985
3.39	0.72849
3.4	0.742675
3.41	0.756535
3.42	0.770063
3.43	0.783254
3.44	0.796101
3.45	0.808598
3.46	0.820742
3.47	0.832525
3.48	0.843943
3.49	0.854991
3.5	0.865664
3.51	0.875958
3.52	0.885867
3.53	0.895388
3.54	0.904516
3.55	0.913247
3.56	0.921578
3.57	0.929505
3.58	0.937024
3.59	0.944133
3.6	0.950827
3.61	0.957104
3.62	0.962961
3.63	0.968397
3.64	0.973407
3.65	0.977991
3.66	0.982145
3.67	0.985869
3.68	0.989161
3.69	0.992019
3.7	0.994442
3.71	0.996429
3.72	0.997978
3.73	0.99909
3.74	0.999764
3.75	1
3.76	0.999797
3.77	0.999155
3.78	0.998075
3.79	0.996558
3.8	0.994604
3.81	0.992213
3.82	0.989387
3.83	0.986128
3.84	0.982435
3.85	0.978312
3.86	0.97376
3.87	0.968781
3.88	0.963378
3.89	0.957551
3.9	0.951305
3.91	0.944641
3.92	0.937564
3.93	0.930075
3.94	0.922178
3.95	0.913877
3.96	0.905175
3.97	0.896076
3.98	0.886584
3.99	0.876703
4	0.866438
4.01	0.855792
4.02	0.844772
4.03	0.83338
4.04	0.821624
4.05	0.809506
4.06	0.797034
4.07	0.784213
4.08	0.771047
4.09	0.757543
4.1	0.743707
4.11	0.729545
4.12	0.715063
4.13	0.700267
4.14	0.685164
4.15	0.669761
4.16	0.654064
4.17	0.63808
4.18	0.621816
4.19	0.60528
4.2	0.588478
4.21	0.571418
4.22	0.554107
4.23	0.536554
4.24	0.518765
4.25	0.500748
4.26	0.482512
4.27	0.464065
4.28	0.445414
4.29	0.426567
4.3	0.407533
4.31	0.388321
4.32	0.368938
4.33	0.349394
4.34	0.329696
4.35	0.309854
4.36	0.289876
4.37001	0.26977
4.38001	0.249547
4.39001	0.229214
4.40001	0.20878
4.41001	0.188255
4.42001	0.167647
4.43001	0.146966
4.44001	0.12622
4.45001	0.105419
4.46001	0.084572
4.47001	0.0636876
4.48001	0.0427753
4.49001	0.0218443
4.50001	0.000903621
4.51001	-0.0200374
4.52001	-0.0409697
4.53001	-0.061884
4.54001	-0.0827711
4.55001	-0.103622
4.56001	-0.124427
4.57001	-0.145178
4.58001	-0.165865
4.59001	-0.18648
4.60001	-0.207012
4.61001	-0.227454
4.62001	-0.247796
4.63001	-0.26803
4.64001	-0.288146
4.65001	-0.308135
4.66001	-0.327989
4.67001	-0.3477
4.68001	-0.367258
4.69001	-0.386655
4.70001	-0.405882
4.71001	-0.424932
4.72001	-0.443795
4.73001	-0.462463
4.74001	-0.480929
4.75001	-0.499183
4.76001	-0.517219
4.77001	-0.535028
4.78001	-0.552602
4.79001	-0.569934
4.80001	-0.587016
4.81002	-0.60384
4.82002	-0.6204
4.83002	-0.636688
4.84002	-0.652696
4.85002	-0.668418
4.86002	-0.683847
4.87002	-0.698976
4.88002	-0.713798
4.89002	-0.728308
4.90002	-0.742498
4.91002	-0.756362
4.92002	-0.769895
4.93002	-0.78309
4.94002	-0.795942
4.95002	-0.808444
4.96002	-0.820592
4.97002	-0.83238
4.98002	-0.843803
4.99002	-0.854856
5.00002	-0.865534
5.01002	-0.875832
5.02002	-0.885747
5.03002	-0.895273
5.04002	-0.904406
5.05002	-0.913142
5.06002	-0.921479
5.07002	-0.929411
5.08002	-0.936935
5.09002	-0.944048
5.10002	-0.950748
5.11002	-0.95703
5.12002	-0.962893
5.13002	-0.968333
5.14002	-0.973349
5.15002	-0.977938
5.16002	-0.982098
5.17002	-0.985827
5.18002	-0.989124
5.19002	-0.991987
5.20002	-0.994415
5.21002	-0.996407
5.22002	-0.997962
5.23002	-0.99908
5.24003	-0.999759
5.25003	-0.999999
5.26003	-0.999802
5.27003	-0.999165
5.28003	-0.998091
5.29003	-0.996578
5.30003	-0.994629
5.31003	-0.992243
5.32003	-0.989423
5.33003	-0.986168
5.34003	-0.982481
5.35003	-0.978363
5.36003	-0.973815
5.37003	-0.968841
5.38003	-0.963442
5.39003	-0.95762
5.40003	-0.951379
5.41003	-0.94472
5.42003	-0.937647
5.43003	-0.930162
5.44003	-0.92227
5.45003	-0.913973
5.46003	-0.905275
5.47003	-0.896181
5.48003	-0.886693
5.49003	-0.876816
5.50003	-0.866555
5.51003	-0.855914
5.52003	-0.844897
5.53003	-0.83351
5.54003	-0.821757
5.55003	-0.809644
5.56003	-0.797176
5.57003	-0.784358
5.58003	-0.771197
5.59003	-0.757697
5.60003	-0.743864
5.61003	-0.729706
5.62003	-0.715227
5.63003	-0.700435
5.64003	-0.685336
5.65003	-0.669936
5.66003	-0.654242
5.67003	-0.638261
5.68004	-0.622
5.69004	-0.605467
5.70004	-0.588668
5.71004	-0.571611
5.72004	-0.554303
5.73004	-0.536752
5.74004	-0.518966
5.75004	-0.500952
5.76004	-0.482718
5.77004	-0.464273
5.78004	-0.445624
5.79004	-0.426779
5.80004	-0.407748
5.81004	-0.388538
5.82004	-0.369157
5.83004	-0.349614
5.84004	-0.329918
5.85004	-0.310077
5.86004	-0.290101
5.87004	-0.269997
5.88004	-0.249774
5.89004	-0.229442
5.90004	-0.20901
5.91004	-0.188486
5.92004	-0.167879
5.93004	-0.147198
5.94004	-0.126453
5.95004	-0.105653
5.96004	-0.0848061
5.97004	-0.0639221
5.98004	-0.0430101
5.99004	-0.0220792
6.00004	-0.00113859
6.01004	0.0198025
6.02004	0.0407349
6.03004	0.0616494
6.04004	0.0825369
6.05004	0.103388
6.06004	0.124194
6.07004	0.144946
6.08004	0.165634
6.09004	0.186249
6.10004	0.206783
6.11004	0.227225
6.12005	0.247569
6.13005	0.267803
6.14005	0.287921
6.15005	0.307912
6.16005	0.327767
6.17005	0.34748
6.18005	0.367039
6.19005	0.386438
6.20005	0.405668
6.21005	0.424719
6.22005	0.443584
6.23005	0.462255
6.24005	0.480723
6.25005	0.49898
6.26005	0.517018
6.27005	0.534829
6.28005	0.552406
6.29005	0.569741
6.30005	0.586826
6.31005	0.603653
6.32005	0.620216
6.33005	0.636506
6.34005	0.652518
6.35005	0.668243
6.36005	0.683676
6.37005	0.698808
6.38005	0.713634
6.39005	0.728147
6.40005	0.74234
6.41005	0.756209
6.42005	0.769745
6.43005	0.782944
6.44005	0.795799
6.45005	0.808306
6.46005	0.820458
6.47005	0.83225
6.48005	0.843677
6.49005	0.854734
6.50005	0.865416
6.51005	0.875719
6.52005	0.885638
6.53005	0.895168
6.54005	0.904306
6.55006	0.913047
6.56006	0.921387
6.57006	0.929324
6.58006	0.936853
6.59006	0.943971
6.60006	0.950675
6.61006	0.956962
6.62006	0.96283
6.63006	0.968275
6.64006	0.973295
6.65006	0.977889
6.66006	0.982054
6.67006	0.985788
6.68006	0.98909
6.69006	0.991958
6.70006	0.994391
6.71006	0.996387
6.72006	0.997947
6.73006	0.99907
6.74006	0.999754
6.75006	0.999999
6.76006	0.999806
6.77006	0.999175
6.78006	0.998105
6.79006	0.996598
6.80006	0.994653
6.81006	0.992273
6.82006	0.989457
6.83006	0.986207
6.84006	0.982524
6.85006	0.978411
6.86006	0.973869
6.87006	0.968899
6.88006	0.963505
6.89006	0.957688
6.90006	0.951451
6.91006	0.944797
6.92006	0.937728
6.93006	0.930248
6.94006	0.922361
6.95006	0.914068
6.96006	0.905375
6.97006	0.896285
6.98006	0.886801
6.99007	0.876929
7.00007	0.866672
7.01007	0.856035
7.02007	0.845023
7.03007	0.83364
7.04007	0.821891
7.05007	0.809782
7.06007	0.797318
7.07007	0.784504
7.08007	0.771346
7.09007	0.75785
7.10007	0.744021
7.11007	0.729866
7.12007	0.715391
7.13007	0.700603
7.14007	0.685507
7.15007	0.67011
7.16007	0.654419
7.17007	0.638442
7.18007	0.622184
7.19007	0.605654
7.20007	0.588858
7.21007	0.571804
7.22007	0.554499
7.23007	0.53695
7.24007	0.519167
7.25007	0.501155
7.26007	0.482924
7.27007	0.464481
7.28007	0.445834
7.29007	0.426992
7.30007	0.407962
7.31007	0.388754
7.32007	0.369375
7.33007	0.349834
7.34007	0.33014
7.35007	0.310301
7.36007	0.290325
7.37007	0.270223
7.38007	0.250002
7.39007	0.229671
7.40007	0.20924
7.41007	0.188717
7.42007	0.168111
7.43008	0.147431
7.44008	0.126687
7.45008	0.105887
7.46008	0.0850403
7.47008	0.0641566
7.48008	0.0432448
7.49008	0.0223141
7.50008	0.00137356
7.51008	-0.0195676
7.52008	-0.0405001
7.53008	-0.0614149
7.54008	-0.0823028
7.55008	-0.103155
7.56008	-0.123961
7.57008	-0.144713
7.58008	-0.165402
7.59008	-0.186018
7.60008	-0.206553
7.61008	-0.226997
7.62008	-0.247341
7.63008	-0.267577
7.64008	-0.287696
7.65008	-0.307688
7.66008	-0.327546
7.67008	-0.347259
7.68008	-0.366821
7.69008	-0.386222
7.70008	-0.405453
7.71008	-0.424506
7.72008	-0.443374
7.73008	-0.462046
7.74008	-0.480517
7.75008	-0.498776
7.76008	-0.516817
7.77008	-0.534631
7.78008	-0.55221
7.79008	-0.569548
7.80008	-0.586635
7.81008	-0.603466
7.82008	-0.620031
7.83008	-0.636325
7.84008	-0.65234
7.85008	-0.668068
7.86009	-0.683504
7.87009	-0.69864
7.88009	-0.713469
7.89009	-0.727986
7.90009	-0.742183
7.91009	-0.756055
7.92009	-0.769595
7.93009	-0.782798
7.94009	-0.795657
7.95009	-0.808167
7.96009	-0.820323
7.97009	-0.83212
7.98009	-0.843551
7.99009	-0.854612
